id,city_id,title,street,address,zip_code,phone,hole,architect,year_built,public_private,guest_policy,credit_card,golf_season,range,rental_club,pro_in_House,metal_spikes_okay,weekday,weekend,tee_time_welcomed,rental_cart_available,championship_par,championship_yards,championship_slope,championship_usga,middle_par,middle_yards,middle_slope,middle_usga,forward_par,forward_yards,forward_slope,forward_usga,lng,lat
7755,3661,Travelers Country Club on the Mississippi,8013 County Rd 8,"Clear Lake, Minnesota 55319",55319,(320) 743-3133,9,City Personnel,1995,Private,Closed,None,Open: 4/15 Closed: 10/15,No,No,No,No,$,$,No,No,,,,,27,3176,81,27.50,27,3086,82,28.50,,
7756,3662,Eagle Trace Golfers Club,1100 Main St,"Clearwater, Minnesota 55320",55320,(320) 558-4653,18,,1991,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,No,No,$,$,Yes,Yes,70,5959,119,69.20,70,5661,117,67.80,70,5059,123,70.20,,
7757,3663,Bentwood Municipal Golf Course,Hwy 75 No,"Climax, Minnesota 56523",56523,(218) 857-3545,9,,1987,Semi-Private,Open,None,Open: 4/01 Closed: 11/01,No,Yes,No,No,$,$,Yes,Yes,,,,,36,2752,112,33.00,36,2500,112,34.10,,
7758,3664,Big Lake Golf Club,780 Cary Rd,"Cloquet, Minnesota 55720",55720,(218) 879-4221,9,Jal Angle,1968,Public,Open,None,Open: 4/01 Closed: 11/01,No,Yes,Yes,No,$,$,No,Yes,,,,,27,2000,111,28.80,27,2000,113,28.90,,
7759,3664,Cloquet Country Club,400 Country Club Dr,"Cloquet, Minnesota 55720",55720,(218) 879-7997,9,,,Private,Closed,None,Open: 4/01 Closed: 11/01,Yes,No,Yes,No,$,$,Yes,Yes,,,,,36,3162,130,35.50,37,2769,138,38.50,,
7760,3665,Ruttger's Sugarbrooke Golf Club,1000 Otis Ln,"Cohasset, Minnesota 55721",55721,(218) 327-1462,18,Joel Goldstrand,1993,Resort,Open,"VISA, MasterCard, Amex, Discover Welcomed",Open: 5/01 Closed: 10/31,Yes,Yes,Yes,No,$,$,Yes,Yes,71,6545,124,72.20,71,6182,120,70.80,71,5032,119,70.00,,
7761,3666,Cokato Town & Country Club,Hwy 12 W,"Cokato, Minnesota 55321",55321,(320) 286-2007,9,,1960,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,No,No,$,$,Yes,Yes,36,3211,119,35.10,36,3062,117,34.40,37,2771,124,36.00,,
7762,3667,Rich Spring Golf Club,17467 Fairway Circle,"Cold Spring, Minnesota 56320",56320,(320) 685-8810,18,,1962,Public,Open,"VISA, MasterCard, Discover Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6517,129,71.10,72,6246,127,69.90,72,5336,118,70.40,,
7763,3667,River Oaks Golf Course,23742 County Rd 2,"Cold Spring, Minnesota 56320",56320,(320) 685-4138,18,,1990,Public,Open,None,Open: 4/01 Closed: 11/01,No,Yes,No,No,$,$,Yes,Yes,,,,,70,5964,117,69.50,70,5016,,,,
7764,3668,Eagle Ridge Golf Course,One Green Way,"Coleraine, Minnesota 55722",55722,(218) 245-2217,18,Garrett Gill,1996,Public,Open,"VISA, MasterCard Welcomed",Open: 4/15 Closed: 10/15,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6772,126,71.80,72,6254,121,69.40,72,5220,114,69.20,,
7765,3669,Vermilion Fairways Golf Club,2407 Vermilion Dr,"Cook, Minnesota 55723",55723,(218) 666-2679,9,,1965,Semi-Private,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,No,No,$,$,Yes,Yes,,,,,36,3245,110,34.90,39,2974,111,36.30,,
7766,3670,East/West at Bunker Hills Golf Course,Hwy 242 &amp; Foley Blvd,"Coon Rapids, Minnesota 55448",55448,(612) 755-4141,18,David Gill &amp; Joel Goldstrand,1968,Public,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,Yes,Yes,$,$,Yes,Yes,72,6901,132,73.50,72,6535,129,71.80,73,5809,131,73.90,,
7767,3670,North/West at Bunker Hills Golf Course,Hwy 242 &amp; Foley Blvd,"Coon Rapids, Minnesota 55448",55448,(612) 755-4141,18,David Gill &amp; Joel Goldstrand,1968,Public,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,Yes,Yes,$,$,Yes,Yes,72,6938,133,73.40,72,6573,130,71.80,73,5779,134,73.30,,
7768,3670,North/East at Bunker Hills Golf Course,Hwy 242 &amp; Foley Blvd,"Coon Rapids, Minnesota 55448",55448,(612) 755-4141,18,David Gill,1968,Public,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,Yes,Yes,$,$,Yes,Yes,72,6799,132,72.50,72,6428,129,70.80,72,5618,131,72.20,,
7769,3670,Executive at Bunker Hills Golf Course,Hwy 242 &amp; Foley Blvd,"Coon Rapids, Minnesota 55448",55448,(612) 755-4141,9,Joel Goldstrand,1971,Public,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,Yes,Yes,$,$,Yes,Yes,,,,,32,2000,,30.70,32,1780,,30.90,,
7770,3671,Shamrock Golf Club,19625 Larkin Rd,"Corcoran, Minnesota 55340",55340,(763) 478-9977,18,,1974,Semi-Private,Open,None,Open: 4/01 Closed: 11/01,No,Yes,No,No,$,$,Yes,Yes,72,6423,111,69.80,72,6171,109,68.60,74,5793,115,72.10,,
7771,3672,Mississippi Dunes Golf Links,10351 Grey Cloud Trl,"Cottage Grove, Minnesota 55016",55016,(651) 768-7611,18,Dr. William Doebler,1995,Semi-Private,Open,"VISA, MasterCard, Amex, Discover Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,No,No,$,$,Yes,Yes,72,6694,135,73.10,72,6366,132,71.60,72,4954,115,69.90,,
7772,3672,River Oaks Municipal Golf Course,11099 Hwy 61 S,"Cottage Grove, Minnesota 55016",55016,(651) 438-2121,18,Don Herfort,1992,Public,Open,"VISA, MasterCard Welcomed",year round,Yes,Yes,Yes,No,$,$,Yes,Yes,71,6483,131,71.40,71,6018,127,69.50,71,5224,128,70.50,,
7773,3673,Cottonwood Country Club,233 Shoreview Dr,"Cottonwood, Minnesota 56229",56229,(507) 423-6335,9,,1976,Semi-Private,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,No,No,$,$,Yes,Yes,36,3423,,,36,3244,121,36.10,36,2832,126,38.40,,
7774,3674,Minakwa Country Club,Fisher Ave,"Crookston, Minnesota 56716",56716,(218) 281-1774,9,,1923,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,No,Yes,No,No,$,$,Yes,Yes,36,2825,114,33.50,36,2707,112,33.00,37,2437,117,34.20,,
7775,3675,Crosswoods Golf Course,County Rd 3,"Crosslake, Minnesota 56442",56442,(218) 692-3680,18,Jack Stone,1980,Public,Open,"VISA, MasterCard, Discover Welcomed",Open: 4/01 Closed: 10/31,Yes,Yes,Yes,No,$,$,Yes,Yes,68,5236,103,65.40,68,5078,102,64.70,68,4445,108,65.00,,
7776,3676,Orono Golf Course,265 Orono Orchard Rd,"Crystal Bay, Minnesota 55323",55323,(612) 473-9904,9,Leo Baser,1924,Public,Open,None,Open: 4/01 Closed: 11/01,No,Yes,No,Yes,$,$,Yes,Yes,,,,,33,2139,99,30.70,33,2139,99,30.70,,
7777,3677,Lakeway Golf Course,Route 1,"Dalton, Minnesota 56324",56324,(218) 589-8591,9,,1965,Semi-Private,Open,None,Open: 4/01 Closed: 11/01,No,Yes,Yes,Yes,$,$,Yes,Yes,,,,,35,2580,,,35,2361,,,,
7778,3678,Dawson Golf Club,15th St &amp; Locust Ave,"Dawson, Minnesota 56232",56232,(320) 769-2212,9,,1928,Semi-Private,Open,None,Open: 4/01 Closed: 10/15,No,Yes,No,No,$,$,Yes,Yes,,,,,35,2837,112,33.40,35,2621,114,34.80,,
7779,3679,Hayden Hills Executive Golf Course,13150 Deerwood Ln No,"Dayton, Minnesota 55327",55327,(612) 421-0060,18,Ray Hall,1972,Public,Open,None,Open: 4/01 Closed: 11/01,No,Yes,No,No,$,$,Yes,Yes,,,,,62,3269,69,54.20,62,3269,74,56.00,,
7780,3679,French Lake Executive Course,17500 County Rd 81,"Dayton, Minnesota 55369",55369,(612) 428-4544,9,,1985,Public,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,No,No,$,$,Yes,Yes,,,,,29,1507,,26.20,29,1307,,26.00,,
7781,3679,Daytona Country Club,14730 Lawndale Ln No,"Dayton, Minnesota 55327",55327,(612) 427-6110,18,Jerry McCaan,1975,Public,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6733,125,71.60,72,6352,121,69.80,73,5365,117,71.00,,
7782,3680,Blueberry Hills Country Club,Golf Course Rd,"Deer River, Minnesota 56636",56636,(218) 246-8010,9,,1973,Public,Open,None,Open: 4/01 Closed: 11/01,No,Yes,No,Yes,$,$,No,Yes,,,,,36,3121,110,,38,2668,123,,,
7783,3681,Lodge Nine at Ruttger's Bay Lake Lodge,Rural Route 2,"Deerwood, Minnesota 56444",56444,(218) 678-2885,9,James Dalgleish,1920,Resort,Open,"VISA, MasterCard, Discover Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,,,,,34,2285,95,30.30,34,2177,95,30.20,,
7784,3681,Cuyuna Country Club,Hwy 210,"Deerwood, Minnesota 56444",56444,(218) 534-3489,18,Don Herfort,1923,Semi-Private,Open,"VISA, MasterCard, Discover Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,No,No,$,$,Yes,Yes,72,6407,132,71.90,72,6209,131,71.00,72,5749,138,74.20,,
7785,3681,The Lakes at Ruttger's Bay Lake Lodge,Rural Route 2,"Deerwood, Minnesota 56444",56444,(218) 678-2885,18,Gerry Pirkl &amp; Donald Brauer,1977,Resort,Open,"VISA, MasterCard, Discover Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6626,,,72,6414,131,72.20,72,5052,124,69.70,,
7786,3682,Dellwood Hills Golf Club,29 E Hwy 96,"Dellwood, Minnesota 55110",55110,(651) 426-4733,18,Don Herfort,1970,Private,Closed,VISA Welcomed,Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$$,$$,Yes,Yes,72,7118,135,74.80,72,6833,132,73.60,72,5584,124,73.60,,
7787,3682,White Bear Yacht Club,Dellwood Ave,"Dellwood, Minnesota 55110",55110,(651) 429-5002,18,Donald Ross,1915,Private,Closed,None,Open: 4/01 Closed: 11/01,Yes,Yes,Yes,Yes,$$,$$,Yes,Yes,72,6471,137,72.50,72,6266,135,71.60,74,5633,134,73.60,,
7788,3683,Lakeview at Detroit Country Club,Rural Route 5,"Detroit Lakes, Minnesota 56501",56501,(218) 847-5790,18,,1916,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,No,Yes,No,$,$,Yes,Yes,,,,,64,4364,101,60.80,64,4038,103,62.90,,
7789,3683,Guest at Wildflower Golf Course at Fair Hills Resort,Rural Route 1,"Detroit Lakes, Minnesota 56501",56501,(218) 439-3357,9,Chester Karldahl,1928,Resort,Open,"VISA, MasterCard, Amex, Discover Welcomed",Open: 4/01 Closed: 10/15,Yes,Yes,Yes,No,$,$,Yes,Yes,,,,,32,1735,89,28.40,32,1735,,,,
7790,3683,Forest Hills RV & Golf Resort,22931 185th St,"Detroit Lakes, Minnesota 56501",56501,(218) 439-6400,18,Boy Hoyt,1995,Resort,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6043,,,72,5751,,,72,4893,,,,
7791,3683,Country Club at Detroit Country Club,Rural Route 5,"Detroit Lakes, Minnesota 56501",56501,(218) 847-5790,18,,1916,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,No,Yes,No,$,$,Yes,Yes,,,,,71,5912,122,69.20,71,5511,129,72.30,,
7792,3683,Ironman Golf Course,Richwood Rd,"Detroit Lakes, Minnesota 56501",56501,(218) 847-5592,18,Ford Harmanson,1960,Public,Open,"VISA, MasterCard, Amex Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,Yes,$,$,Yes,Yes,,,,,54,2824,79,53.40,54,2456,74,53.50,,
7793,3683,Wildflower at Wildflower Golf Course at Fair Hills Resort,Rural Route 1,"Detroit Lakes, Minnesota 56501",56501,(218) 439-3357,18,Joel Goldstrand,1993,Resort,Open,"VISA, MasterCard, Amex, Discover Welcomed",Open: 4/01 Closed: 10/15,Yes,Yes,Yes,No,$,$,Yes,Yes,72,7000,139,74.20,72,6551,135,72.10,72,5299,121,71.60,,
7794,3684,Dodge Country Club,US Hwy 14 W,"Dodge Center, Minnesota 55927",55927,(507) 374-2374,9,,1960,Semi-Private,Open,None,Open: 4/01 Closed: 10/15,Yes,Yes,Yes,Yes,$,$,Yes,Yes,,,,,36,3000,,,36,2674,,,,
7795,3685,Lake at Lester Park Golf Course,1860 Lester River Rd,"Duluth, Minnesota 55804",55804,(218) 525-0828,9,,1965,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,Yes,$,$,Yes,Yes,72,3417,133,36.30,72,3168,127,35.00,72,2693,119,33.40,,
7796,3685,Pike Lake Country Club,4895 E Pike Lake Rd,"Duluth, Minnesota 55811",55811,(218) 729-8160,9,,1917,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 5/01 Closed: 10/15,No,Yes,No,Yes,$,$,Yes,Yes,30,2154,,,30,2034,,,33,1621,,,,
7797,3685,Middle Nine/Back Nine at Enger Park Golf Course,1801 W Skyline Pkwy,"Duluth, Minnesota 55806",55806,(218) 723-3451,18,,1988,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6363,125,70.90,72,6039,122,69.90,72,5383,125,71.50,,
7798,3685,Back Nine/Front Nine at Enger Park Golf Course,1801 W Skyline Pkwy,"Duluth, Minnesota 55806",55806,(218) 723-3451,18,,1906,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6554,124,71.30,72,6210,122,69.90,72,5550,124,72.70,,
7799,3685,Front Nine/Middle Nine at Enger Park Golf Course,1801 W Skyline Pkwy,"Duluth, Minnesota 55806",55806,(218) 723-3451,18,,1988,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6527,130,71.80,72,6145,124,68.80,72,5159,129,70.60,,
7800,3685,Grandview Golf Club,5665 Grandview Rd,"Duluth, Minnesota 55810",55810,(218) 624-3452,9,,,Public,Open,None,Open: 4/01 Closed: 11/01,No,Yes,No,Yes,$,$,No,No,,,,,36,2742,,,36,2742,,,,
7801,3685,Front & Back at Lester Park Golf Course,1860 Lester River Rd,"Duluth, Minnesota 55804",55804,(218) 525-0828,18,,1933,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,Yes,$,$,Yes,Yes,72,6371,118,70.80,72,6062,115,69.40,74,5582,111,67.70,,
7802,3685,Northland Country Club,3901 E Superior St,"Duluth, Minnesota 55804",55804,(218) 525-1941,18,Donald Ross,1899,Private,Closed,None,Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$$,$$,Yes,Yes,71,6785,137,73.70,72,6490,135,72.40,75,5891,139,75.30,,
7803,3685,Ridgeview Country Club,700 W Redwing St,"Duluth, Minnesota 55803",55803,(218) 728-3285,18,,1921,Private,Closed,None,Open: 4/15 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,70,6213,128,70.60,70,5949,126,69.40,71,5007,123,69.70,,
7804,3686,Carriage Hills Country Club,3535 Wescott Woodlands Dr,"Eagan, Minnesota 55123",55123,(651) 452-7211,18,,1967,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,No,No,$,$,Yes,Yes,,,,,71,5844,108,67.20,72,5015,,,,
7805,3686,Parkview Golf Course,1310 Cliff Rd,"Eagan, Minnesota 55123",55123,(651) 454-9884,18,,1969,Public,Open,None,Open: 4/01 Closed: 11/01,No,Yes,No,No,$,$,Yes,Yes,,,,,63,4566,96,61.20,65,4133,99,63.80,,
7806,3687,Green at Double Eagle Golf & Supper Club,3 County Rd,"Eagle Bend, Minnesota 56446",56446,(218) 738-5155,9,Joel Goldstrand,1983,Semi-Private,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,No,No,$,$,Yes,Yes,36,3337,127,36.00,36,3167,124,35.30,36,2790,124,36.00,,
7807,3687,Gold at Double Eagle Golf & Supper Club,3 County Rd,"Eagle Bend, Minnesota 56446",56446,(218) 738-5155,9,Joel Goldstrand,1983,Semi-Private,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,No,No,$,$,Yes,Yes,37,3556,134,37.40,37,3421,132,36.80,37,2920,128,36.80,,
7808,3688,Riverbend Golf Club,Hwy 2 E,"East Grand Forks, Minnesota 56721",56721,(218) 773-2493,9,Local Designers,1995,Public,Open,"VISA, MasterCard Welcomed",Open: 4/15 Closed: 10/15,Yes,Yes,Yes,No,$,$,Yes,Yes,36,3143,119,71.50,36,3048,,,36,2878,,,,
7809,3688,Valley Country Club,1800 21St St NW,"East Grand Forks, Minnesota 56721",56721,(218) 773-1207,18,,,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,No,Yes,No,No,$,$,Yes,Yes,72,6210,118,69.60,72,6001,116,68.60,72,5261,116,70.60,,
7810,3689,Bearpath Golf & Country Club,18100 Bearpath Trl,"Eden Prairie, Minnesota 55347",55347,(612) 975-0123,18,Jack Nicklaus,1996,Private,Closed,None,Open: 4/01 Closed: 10/15,Yes,Yes,Yes,No,$$$,$$$,No,Yes,72,7030,140,74.20,72,6610,137,72.20,72,5776,141,73.70,,
7811,3689,Bent Creek Golf Club,14490 Valley View Rd,"Eden Prairie, Minnesota 55344",55344,(612) 937-9347,18,Don Herfort,1972,Private,Reciprocal,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$$,Yes,Yes,71,6405,127,71.70,71,6045,124,70.00,72,5456,128,72.10,,
7812,3689,Cedar Hills Golf Course,9735 Eden Prairie Rd,"Eden Prairie, Minnesota 55347",55347,(612) 934-1977,9,,1940,Public,Open,None,Open: 4/01 Closed: 11/01,No,Yes,No,No,$,$,Yes,No,,,,,28,1326,,,30,1326,,,,
7813,3689,Olympic Hills Golf Club,10625 Mount Curve Rd,"Eden Prairie, Minnesota 55347",55347,(612) 941-6262,18,Charles Maddox,1960,Private,Closed,None,Open: 4/15 Closed: 11/01,Yes,Yes,Yes,No,$$,$$,Yes,Yes,73,7033,140,74.10,73,6642,136,72.40,73,5469,129,72.10,,
7814,3690,Hays/Clunie at Braemer Golf Course,6364 John Harris Dr,"Edina, Minnesota 55439",55439,(612) 826-2799,18,Dick Phelps,1963,Public,Open,"VISA, MasterCard, Amex, Discover Welcomed",Open: 4/15 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,71,6330,126,70.50,71,5972,126,68.80,72,4737,113,68.00,,
7815,3690,Frederick S. Richards Course,7640 Parklawn Ave,"Edina, Minnesota 55435",55435,(612) 927-9335,9,Leo J. Feser,1956,Public,Open,None,Open: 4/15 Closed: 10/15,No,Yes,No,Yes,$,$,Yes,Yes,29,1786,,,29,1613,82,28.00,29,1385,82,26.70,,
7816,3690,Clunie/Castle at Braemer Golf Course,6364 John Harris Dr,"Edina, Minnesota 55439",55439,(612) 826-2799,18,Dick Phelps,1963,Public,Open,"VISA, MasterCard, Amex, Discover Welcomed",Open: 4/15 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6660,129,72.20,72,6401,127,71.00,73,4990,119,69.50,,
7817,3690,Executive at Braemer Golf Course,6364 John Harris Dr,"Edina, Minnesota 55439",55439,(612) 826-2799,9,Gerry Pirkl &amp; Donald Brauer,1987,Public,Open,"VISA, MasterCard, Amex, Discover Welcomed",Open: 4/15 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,,,,,29,1629,83,28.10,30,1458,85,28.70,,
7818,3690,Castle/Hays at Braemer Golf Course,6364 John Harris Dr,"Edina, Minnesota 55439",55439,(612) 826-2799,18,Don Brauer,1963,Public,Open,"VISA, MasterCard, Amex, Discover Welcomed",Open: 4/15 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,71,6697,125,71.90,71,6341,122,70.40,73,5043,118,69.10,,
7819,3690,Edina Country Club,5100 Wooddale Ave,"Edina, Minnesota 55424",55424,(612) 927-5775,18,"Alex Findlay &amp; Robert Trent Jones, Sr.",1919,Private,Closed,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$$,$$,Yes,Yes,72,6768,141,73.70,72,6440,138,72.20,73,4866,131,70.20,,
7820,3690,Interlachen Country Club,6200 Interlachen Blvd,"Edina, Minnesota 55436",55436,(612) 924-7424,18,Willie Watson,1911,Private,Closed,"VISA, MasterCard, Amex Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$$$,$$$,Yes,Yes,73,6779,142,73.00,73,6528,139,71.40,75,5896,137,75.30,,
7821,3691,Tipsinah Mounds Golf Course,118 Golf Course Rd,"Elbow Lake, Minnesota 56531",56531,(218) 685-4271,18,Joel Goldstrand,1982,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,No,No,$,$,Yes,Yes,70,6219,116,69.70,70,6066,115,69.00,70,4909,109,68.00,,
7822,3692,Elk River Country Club,20015 Elk Lake Rd,"Elk River, Minnesota 55330",55330,(612) 441-4111,18,Bill Kit,1960,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 10/31,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6480,121,71.10,72,6150,118,69.60,75,5610,122,72.30,,
7823,3692,Pinewood Golf Course,14000 182nd Ave NW,"Elk River, Minnesota 55330",55330,(612) 441-3451,9,,,Public,Open,None,Open: 3/16 Closed: 11/01,Yes,Yes,No,No,$,$,Yes,Yes,,,,,30,1830,,,30,1830,,,,
7824,3693,Minniowa Golf Club,N Hwy 169,"Elmore, Minnesota 56027",56027,(507) 943-3149,9,,1971,Semi-Private,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,No,No,$,$,No,Yes,35,3111,116,34.80,35,3049,115,34.50,37,2836,120,36.10,,
7825,3694,Ely Golf Club,901 S Central Ave,"Ely, Minnesota 55731",55731,(218) 365-5932,9,,1950,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 5/01 Closed: 10/31,No,Yes,No,No,$,$,No,Yes,,,,,36,3182,116,34.90,37,3003,128,37.30,,
7826,3695,Championship at Emily Greens Golf Course,Hist County Road 1 W,"Emily, Minnesota 56447",56447,(218) 763-2169,9,Dan Lingwall,1997,Public,Open,None,Open: 4/01 Closed: 10/31,Yes,Yes,No,No,$,$,Yes,Yes,36,3294,126,35.70,36,3195,124,35.50,36,2820,128,36.10,,
7827,3695,Executive at Emily Greens Golf Course,Hist County Road 1 W,"Emily, Minnesota 56447",56447,(218) 763-2169,9,Dan Lingwall,1983,Public,Open,None,Open: 4/01 Closed: 10/31,Yes,Yes,No,No,$,$,Yes,Yes,,,,,33,2000,,,33,2000,,,,
7828,3696,Arrowhead Country Club,Route 1 Arrowhead Rd,"Emmons, Minnesota 56029",56029,(507) 297-5767,9,,1960,Public,Open,None,Open: 4/01 Closed: 11/01,No,Yes,No,Yes,$,$,Yes,Yes,,,,,36,3188,121,34.80,36,2563,121,36.10,,
7829,3697,Oak Lake Golf Course,Route 2,"Erskine, Minnesota 56535",56535,(218) 687-4653,9,,1984,Semi-Private,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,No,No,$,$,Yes,Yes,,,,,35,2620,,,36,2555,,,,
7830,3698,Eveleth Municipal Golf Course,Old Hwy 53 &amp; Golf Course Rd,"Eveleth, Minnesota 55734",55734,(218) 744-5943,9,,,Public,Open,None,Open: 4/01 Closed: 11/01,No,Yes,Yes,No,$,$,Yes,Yes,,,,,36,3162,124,35.10,37,2638,128,35.00,,
7831,3699,Minnetonka Country Club,24575 Smithtown Rd,"Excelsior, Minnesota 55331",55331,(612) 474-9650,18,,1960,Private,Reciprocal,None,Open: 4/01 Closed: 11/15,Yes,Yes,Yes,No,$$,$$,Yes,Yes,72,6431,139,72.40,72,6230,137,71.50,74,5518,140,74.70,,
7832,3700,Fort Ridgely State Park Golf Course,Route 1,"Fairfax, Minnesota 55332",55332,(507) 426-7840,9,,1927,Public,Open,"VISA, MasterCard, Amex, Discover Welcomed",Open: 4/01 Closed: 10/15,No,Yes,No,Yes,$,$,No,No,,,,,35,2881,109,34.10,35,2670,114,35.20,,
7833,3700,Mayflower Country Club,Hwy 4 S,"Fairfax, Minnesota 55332",55332,(507) 426-9964,9,Ken Murphy,1969,Semi-Private,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,No,No,$,$,Yes,Yes,,,,,35,3062,107,34.20,36,2599,115,36.90,,
7834,3701,Rose Lake Golf Club,Rural Route 2,"Fairmont, Minnesota 56031",56031,(507) 235-5274,18,Donald G. Brauer &amp; Emil Perret,1957,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 10/31,Yes,Yes,Yes,No,$,$,Yes,Yes,71,6196,121,69.60,71,6001,119,68.70,71,5276,120,70.30,,
7835,3701,Interlaken Golf Club,277 Amber Lake Dr,"Fairmont, Minnesota 56031",56031,(507) 238-1693,18,,1916,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6436,127,70.90,72,6067,123,69.20,72,5179,116,70.20,,
7836,3701,Rolling Green Fairways,1422 Oak Beach Dr,"Fairmont, Minnesota 56031",56031,(507) 235-9533,9,,1977,Public,Open,None,Open: 4/10 Closed: 10/15,Yes,Yes,No,No,$,$,No,No,,,,,27,1176,,,27,1176,,,,
7837,3702,University of Minnesota Les Bolstad Golf Course,2275 Larpenteur Ave W,"Falcon Heights, Minnesota 55113",55113,(612) 627-4000,18,,,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,,,,,71,6108,119,69.50,75,5648,125,72.90,,
7838,3703,Straight River Golf Course,Cates Ave/County Rd 19,"Faribault, Minnesota 55021",55021,(507) 334-5108,18,Erv Cates,1998,Public,Open,None,Open: 4/10 Closed: 11/01,Yes,Yes,No,No,$,$,Yes,Yes,,,,,59,3410,,,59,2830,,,,
7839,3703,Faribault Golf & Country Club,1700 NW 17th St,"Faribault, Minnesota 55021",55021,(507) 334-3810,18,,1970,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6425,129,70.30,72,6235,127,69.40,73,5468,124,71.50,,
7840,3703,Golf at the Legacy,1515 Shumway Ave,"Faribault, Minnesota 55021",55021,(507) 332-0777,18,Garrett Gill,1998,Public,Open,"VISA, MasterCard Welcomed",Open: 4/15 Closed: 11/15,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6416,127,71.70,72,6002,123,69.10,72,5021,118,69.20,,
