course_id,city_id,course,street,address,zip_code,phone,hole,architect,year_built,public_private,guest_policy,credit_card,golf_season,range,rental_club,pro_in_House,metal_spikes_okay,weekday,weekend,tee_time_welcomed,rental_cart_available,championship_par,championship_yards,championship_slope,championship_usga,middle_par,middle_yards,middle_slope,middle_usga,forward_par,forward_yards,forward_slope,forward_usga,lng,lat,state_id,city_title,city_count,city_slug,state,state_count,state_slug,c_city,city
498,208,South/East at Scottsdale Country Club,7702 E Shea Blvd,"Scottsdale, Arizona 85260",85260,(480) 951-2535,18,Arnold Palmer,1985,Semi-Private,Open,"VISA, MasterCard, Amex Welcomed",year round,No,Yes,Yes,No,$$,$$,Yes,Included in fee,71,6335,124,69.50,71,5866,115,67.40,71,5154,118,68.40,,,3,Scottsdale,47,scottsdale,Arizona,308,arizona,Scottsdale,Scottsdale
499,208,Terravita Golf Club,34034 N 69th Way,"Scottsdale, Arizona 85262",85262,(480) 488-1333,18,Greg Nash & Billy Casper,1994,Private,Reciprocal,"VISA, MasterCard, Amex Welcomed",year round,Yes,Yes,Yes,No,$$$,$$$,Yes,Included in fee,72,7186,139,74.40,72,6684,131,71.30,72,5367,127,70.30,,,3,Scottsdale,47,scottsdale,Arizona,308,arizona,Scottsdale,Scottsdale
500,208,Talon at Grayhawk Golf Club,8620 E Thompson Peak Pkwy,"Scottsdale, Arizona 85255",85255,,18,Graham & Parks International,1994,Public,Open,"VISA, MasterCard, Amex Welcomed",year round,Yes,Yes,Yes,Yes,$$$,$$$,Yes,Included in fee,72,6973,141,74.30,72,6391,121,70.30,72,5143,121,70.00,,,3,Scottsdale,47,scottsdale,Arizona,308,arizona,Scottsdale,Scottsdale
501,208,Raptor at Grayhawk Golf Club,8620 E Thompson Peak Pkwy,"Scottsdale, Arizona 85255",85255,,18,Tom Fazio,1995,Public,Open,"VISA, MasterCard, Amex Welcomed",year round,Yes,Yes,Yes,Yes,$$$,$$$,Yes,Included in fee,72,7135,136,74.00,72,6593,133,71.30,72,5309,127,71.30,,,3,Scottsdale,47,scottsdale,Arizona,308,arizona,Scottsdale,Scottsdale
502,208,"Estancia Club, The",9801 E Dynamite Rd,"Scottsdale, Arizona 85255",85255,(480) 473-4400,18,Tom Fazio,1995,Private,Closed,None,year round,Yes,Yes,Yes,Yes,$$$,$$$,Yes,Yes,72,7146,137,73.70,72,6678,133,71.30,72,5355,131,71.00,,,3,Scottsdale,47,scottsdale,Arizona,308,arizona,Scottsdale,Scottsdale
503,208,Legend Trail Golf Club,9462 Legendery Ln,"Scottsdale, Arizona 85262",85262,,18,Rees Jones,1995,Public,Open,"VISA, MasterCard, Amex Welcomed",year round,Yes,Yes,Yes,Yes,$$$,$$$,Yes,Included in fee,72,6845,135,72.30,72,6400,128,69.10,72,5001,122,68.20,,,3,Scottsdale,47,scottsdale,Arizona,308,arizona,Scottsdale,Scottsdale
504,208,Apache at Desert Mountain,10333 E Rockaway Hills Dr,"Scottsdale, Arizona 85262",85262,(480) 488-1362,18,Jack Nicklaus,,Private,Closed,None,year round,Yes,Yes,Yes,No,$$$,$$$,Yes,Yes,72,7211,137,73.90,72,6828,131,71.90,72,5984,125,68.50,,,3,Scottsdale,47,scottsdale,Arizona,308,arizona,Scottsdale,Scottsdale
505,208,Pinnacle at Troon North Golf Club,10320 E Dynamite Blvd,"Scottsdale, Arizona 85255",85255,,18,Tom Weiskopf,1995,Semi-Private,Open,"VISA, MasterCard, Amex Welcomed",year round,Yes,Yes,Yes,Yes,$$$,$$$,Yes,Yes,72,7044,147,73.40,72,6719,138,71.50,72,4980,116,68.50,,,3,Scottsdale,47,scottsdale,Arizona,308,arizona,Scottsdale,Scottsdale
506,208,Mesquite/Ironwood at Kierland Golf Club,15636 Clubgate Dr,"Scottsdale, Arizona 85254",85254,,18,Scott Miller,1996,Public,Open,"VISA, MasterCard, Amex Welcomed",year round,Yes,Yes,Yes,Yes,$$$,$$$,Yes,Included in fee,72,7017,133,73.30,72,6340,126,69.80,72,5017,120,69.40,,,3,Scottsdale,47,scottsdale,Arizona,308,arizona,Scottsdale,Scottsdale
507,208,Acacia/Mesquite at Kierland Golf Club,15636 Clubgate Dr,"Scottsdale, Arizona 85254",85254,(480) 922-9283,18,Scott Miller,1996,Public,Open,"VISA, MasterCard, Amex Welcomed",year round,Yes,Yes,Yes,Yes,$$$,$$$,Yes,Included in fee,72,6913,133,72.60,72,6319,125,69.60,72,4898,115,69.00,,,3,Scottsdale,47,scottsdale,Arizona,308,arizona,Scottsdale,Scottsdale
508,208,Ironwood/Acacia at Kierland Golf Club,15636 Clubgate Dr,"Scottsdale, Arizona 85254",85254,,18,Scott Miller,1996,Public,Open,"VISA, MasterCard, Amex Welcomed",year round,Yes,Yes,Yes,Yes,$$$,$$$,Yes,Included in fee,72,6974,130,72.90,72,6337,120,69.70,72,4985,116,69.20,,,3,Scottsdale,47,scottsdale,Arizona,308,arizona,Scottsdale,Scottsdale
509,208,Desert/Canyon at Phoenician,6000 E Camelback Rd,"Scottsdale, Arizona 85251",85251,,18,Jack Snyder & Ted Robinson,1981,Resort,Open,"VISA, MasterCard, Amex, Discover Welcomed",year round,Yes,Yes,Yes,No,$$$,$$$,Yes,Included in fee,70,6068,134,69.40,70,5691,124,67.80,70,4777,114,67.70,,,3,Scottsdale,47,scottsdale,Arizona,308,arizona,Scottsdale,Scottsdale
510,208,Oasis/Desert at Phoenician,6000 E Camelback Rd,"Scottsdale, Arizona 85251",85251,,18,Jack Snyder,1981,Resort,Open,"VISA, MasterCard, Amex, Discover Welcomed",year round,Yes,Yes,Yes,No,$$$,$$$,Yes,Included in fee,70,6310,130,70.30,70,5842,122,69.00,70,5024,113,69.70,,,3,Scottsdale,47,scottsdale,Arizona,308,arizona,Scottsdale,Scottsdale
511,208,Country Club at DC Ranch,9290 E Thompson Peak Pkwy,"Scottsdale, Arizona 85255",85255,(480) 502-6905,18,Scott Miller,1997,Private,Closed,None,year round,Yes,Yes,Yes,No,$$,$$,Yes,Yes,71,6872,130,72.40,71,6341,125,69.50,71,4965,128,73.00,,,3,Scottsdale,47,scottsdale,Arizona,308,arizona,Scottsdale,Scottsdale
512,208,North at Talking Stick Golf Club,9998 E Indian Bend Rd,"Scottsdale, Arizona 85256",85256,,18,Bill Coore & Ben Crenshaw,1997,Public,Open,"VISA, MasterCard, Amex Welcomed",year round,Yes,Yes,Yes,Yes,$$$,$$$,Yes,Included in fee,70,7133,129,73.80,70,6510,122,70.40,70,5532,116,70.10,,,3,Scottsdale,47,scottsdale,Arizona,308,arizona,Scottsdale,Scottsdale
513,208,South at Talking Stick Golf Club,9998 E Indian Bend Rd,"Scottsdale, Arizona 85256",85256,,18,Bill Coore & Ben Crenshaw,1998,Public,Open,"VISA, MasterCard, Amex Welcomed",year round,Yes,Yes,Yes,Yes,$$$,$$$,Yes,Included in fee,71,6833,129,72.70,71,6430,125,70.10,71,5428,118,69.10,,,3,Scottsdale,47,scottsdale,Arizona,308,arizona,Scottsdale,Scottsdale
515,208,Chiricahua at Golf Club at Desert Mountain,10333 E Rockaway Hills Dr,"Scottsdale, Arizona 85262",85262,(480) 488-1362,18,Jack Nicklaus,1999,Private,Closed,None,year round,Yes,Yes,Yes,No,$$$,$$$,Yes,Yes,72,7424,154,76.10,72,7200,149,74.10,72,5659,140,73.20,,,3,Scottsdale,47,scottsdale,Arizona,308,arizona,Scottsdale,Scottsdale
516,208,Apache at Golf Club at Desert Mountain,10333 E Rockaway Hills Dr,"Scottsdale, Arizona 85262",85262,(480) 488-1362,18,Jack Nicklaus,,Private,Closed,None,year round,Yes,Yes,Yes,No,$$$,$$$,Yes,Yes,72,7211,137,73.90,72,6828,131,71.90,72,5984,125,68.50,,,3,Scottsdale,47,scottsdale,Arizona,308,arizona,Scottsdale,Scottsdale
517,208,Renegade at Golf Club at Desert Mountain,10333 E Rockaway Hills Dr,"Scottsdale, Arizona 85262",85262,(480) 488-1362,18,Jack Nicklaus,,Private,Closed,None,year round,Yes,Yes,Yes,No,$$$,$$$,Yes,Yes,72,7524,150,75.70,72,6908,145,72.90,72,5606,131,73.40,,,3,Scottsdale,47,scottsdale,Arizona,308,arizona,Scottsdale,Scottsdale
518,208,North/South at Scottsdale Country Club,7702 E Shea Blvd,"Scottsdale, Arizona 85260",85260,(480) 951-2535,18,,1985,Semi-Private,Open,"VISA, MasterCard, Amex Welcomed",year round,No,Yes,Yes,No,$$,$$,Yes,Included in fee,70,6085,125,68.60,70,5785,116,67.10,70,5076,115,67.50,,,3,Scottsdale,47,scottsdale,Arizona,308,arizona,Scottsdale,Scottsdale
521,209,"Oakcreek Country Club, The",690 Bell Rock Blvd,"Sedona, Arizona 86351",86351,(520) 284-1660,18,"Robert Trent Jones, Sr.",1967,Semi-Private,Open,"VISA, MasterCard, Amex, Discover Welcomed",year round,Yes,Yes,Yes,No,$$,$$,Yes,Included in fee,72,6824,132,72.20,72,6353,125,69.80,72,5579,128,71.00,,,3,Sedona,4,sedona,Arizona,308,arizona,Sedona,Sedona
523,209,Sedona Golf Resort,35 Ridge Trail Dr,"Sedona, Arizona 86351",86351,,18,Gary Panks,1988,Resort,Open,"VISA, MasterCard, Amex Welcomed",year round,Yes,Yes,Yes,No,$$,$$$,Yes,Included in fee,71,6642,129,70.30,71,6126,121,67.80,71,5030,114,67.00,,,3,Sedona,4,sedona,Arizona,308,arizona,Sedona,Sedona
524,210,Show Low Country Club,860 N 36th Dr,"Show Low, Arizona 85901",85901,(520) 537-4564,18,Jack Snyder,1961,Semi-Private,Open,"VISA, MasterCard Welcomed",year round,Yes,Yes,Yes,No,$,$,Yes,Yes,70,5916,114,67.70,70,5572,111,66.30,73,5195,116,67.90,,,3,Show Low,2,showlow,Arizona,308,arizona,Show Low,Show Low
526,211,Pueblo del Sol Golf & Country Club,2770 Saint Andrews Dr,"Sierra Vista, Arizona 85650",85650,(520) 378-6444,18,,1973,Semi-Private,Open,"VISA, MasterCard, Discover Welcomed",year round,Yes,Yes,Yes,Yes,$,$,Yes,Yes,72,7074,128,73.10,72,6657,122,70.80,74,5911,126,72.20,,,3,Sierra Vista,1,sierravista,Arizona,308,arizona,Sierra Vista,Sierra Vista
527,212,Snowflake Municipal Golf Course,90 N Country Club Dr,"Snowflake, Arizona 85937",85937,(520) 536-7233,18,Ed Hunt & Lynn Ellsworth,1980,Public,Open,None,year round,Yes,Yes,Yes,Yes,$,$,Yes,Yes,72,6352,112,68.10,72,6092,103,67.20,72,5206,111,70.00,,,3,Snowflake,1,snowflake,Arizona,308,arizona,Snowflake,Snowflake
528,213,Dove Valley Golf Course,220 N Marshall Loop Rd,"Somerton, Arizona 85350",85350,(520) 627-3262,18,,1985,Public,Open,"VISA, MasterCard Welcomed",year round,Yes,Yes,Yes,Yes,$,$,Yes,Yes,72,5350,102,64.40,72,5040,99,63.20,72,4984,117,70.40,,,3,Somerton,1,somerton,Arizona,308,arizona,Somerton,Somerton
529,214,Willowcreek at Willowcreek Golf Course,10600 W Boswell Blvd,"Sun City, Arizona 85373",85373,(623) 876-3033,18,George & Tom Fazio,1973,Private,Closed,"VISA, MasterCard Welcomed",year round,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6366,116,69.00,72,6071,112,67.50,72,5561,116,70.30,,,3,Sun City,11,suncity,Arizona,308,arizona,Sun City,Sun City
531,214,Palmbrook Country Club,9350 W Greenway Rd,"Sun City, Arizona 85351",85351,(623) 977-8383,18,Jeff Hardin,1973,Private,Closed,None,year round,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6529,122,70.20,72,6300,118,69.10,72,5198,107,66.50,,,3,Sun City,11,suncity,Arizona,308,arizona,Sun City,Sun City
532,214,Sun City Country Club,9433 N 107th Ave,"Sun City, Arizona 85351",85351,(623) 933-1353,18,Milton Coggins,1966,Private,Reciprocal,None,year round,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6223,119,69.50,72,6025,117,68.50,72,5193,108,68.00,,,3,Sun City,11,suncity,Arizona,308,arizona,Sun City,Sun City
533,214,North Golf Course at Sun City,12650 N 107th Ave,"Sun City, Arizona 85351",85351,(623) 876-3010,18,Del Webb Corp.,1960,Private,Closed,"VISA, MasterCard Welcomed",year round,Yes,Yes,Yes,Yes,$,$,Yes,Yes,72,6434,116,69.40,72,6151,111,67.90,73,5665,108,70.00,,,3,Sun City,11,suncity,Arizona,308,arizona,Sun City,Sun City
534,214,Sun City South Golf Course,11000 N 103rd AVe,"Sun City, Arizona 85351",85351,(623) 876-3015,18,Milton Coggins,1962,Private,Closed,"VISA, MasterCard Welcomed",year round,Yes,Yes,Yes,Yes,$,$,Yes,Yes,72,6729,118,70.50,72,6504,114,69.50,76,6009,111,71.70,,,3,Sun City,11,suncity,Arizona,308,arizona,Sun City,Sun City
535,214,Union Hills Country Club,9860 W Lindgren Ave,"Sun City, Arizona 85373",85373,(623) 977-4281,18,Greg Nash & Jeff Hardin,1974,Private,Reciprocal,None,year round,Yes,No,Yes,No,$$$,$$$,Yes,Included in fee,72,6827,129,72.40,72,6293,122,69.50,73,5731,115,71.30,,,3,Sun City,11,suncity,Arizona,308,arizona,Sun City,Sun City
537,214,Riverview Golf Course,16401 N Del Webb Blvd,"Sun City, Arizona 85351",85351,(623) 876-3025,18,Jeff Hardin,1972,Semi-Private,Open,"VISA, MasterCard Welcomed",year round,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6391,117,69.30,72,6053,113,67.90,72,5558,111,69.40,,,3,Sun City,11,suncity,Arizona,308,arizona,Sun City,Sun City
538,214,Regulation at Lakes Golf Courses's at Sun City,10433 W Talisman Rd,"Sun City, Arizona 85351",85351,(623) 876-3023,18,,1964,Private,Reciprocal,"VISA, MasterCard Welcomed",year round,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6251,122,73.60,72,6021,115,68.60,72,5560,117,70.80,,,3,Sun City,11,suncity,Arizona,308,arizona,Sun City,Sun City
540,215,Briarwood Country Club at Sun City West,20800 N 135th Ave,"Sun City West, Arizona 85375",85375,(623) 584-5600,18,Greg Nash,1979,Private,Closed,None,year round,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6576,128,71.50,72,6300,118,68.70,72,5323,115,70.40,,,3,Sun City West,9,suncitywest,Arizona,308,arizona,Sun City West,Sun City West
541,215,Echo Mesa Golf Course at Sun City West,20349 N Echo Mesa Dr,"Sun City West, Arizona 85375",85375,(623) 584-0666,18,Greg Nash,1985,Private,Closed,"VISA, MasterCard Welcomed",year round,Yes,Yes,Yes,No,,&nbsp;,Yes,Included in fee,60,4181,91,59.50,60,3551,88,57.40,60,3033,86,55.60,,,3,Sun City West,9,suncitywest,Arizona,308,arizona,Sun City West,Sun City West
542,215,Grandview Golf Course at Sun City West,14260 W Meeker Blvd,"Sun City West, Arizona 85375",85375,(623) 544-6013,18,Greg Nash,1984,Private,Closed,"VISA, MasterCard Welcomed",year round,Yes,Yes,Yes,Yes,$,$,Yes,Yes,72,6846,126,72.60,72,6350,121,70.00,72,5653,117,70.00,,,3,Sun City West,9,suncitywest,Arizona,308,arizona,Sun City West,Sun City West
544,215,Trail Ridge Golf Course at Sun City West,21021 N 151St Ave,"Sun City West, Arizona 85375",85375,(623) 546-0858,18,Greg Nash & Billy Casper,1990,Private,Closed,"VISA, MasterCard Welcomed",year round,Yes,Yes,No,No,$,$,Yes,Yes,72,6566,125,71.50,72,6200,121,69.20,72,5490,117,71.20,,,3,Sun City West,9,suncitywest,Arizona,308,arizona,Sun City West,Sun City West
545,215,Pebblebrook Golf Course at Sun City West,21021 N 151St Ave,"Sun City West, Arizona 85375",85375,(623) 546-0858,18,Greg Nash & Billy Casper,1990,Private,Closed,"VISA, MasterCard Welcomed",year round,Yes,Yes,No,No,$,$,Yes,Yes,72,6566,125,71.50,72,6200,121,69.20,72,5490,117,71.20,,,3,Sun City West,9,suncitywest,Arizona,308,arizona,Sun City West,Sun City West
546,215,Stardust Golf Course at Sun City West,12702 W Stardust Blvd,"Sun City West, Arizona 85375",85375,(623) 584-2916,18,Greg Nash,1979,Private,Closed,None,year round,Yes,Yes,Yes,Yes,$,$,Yes,Yes,60,4265,89,59.70,60,3984,85,58.20,60,3577,87,58.70,,,3,Sun City West,9,suncitywest,Arizona,308,arizona,Sun City West,Sun City West
547,215,Deer Valley Golf Course at Sun City West,13975 W Deer Valley Dr,"Sun City West, Arizona 85375",85375,(623) 214-1100,18,Greg Nash & Billy Casper,1994,Private,Reciprocal,"VISA, MasterCard Welcomed",year round,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6547,120,69.80,72,6080,113,67.70,72,5319,113,69.60,,,3,Sun City West,9,suncitywest,Arizona,308,arizona,Sun City West,Sun City West
548,215,Desert Trails Golf Course at Sun City West,22525 N Executive Way,"Sun City West, Arizona 85375",85375,(623) 546-2579,18,Billy Casper & Greg Nash,1995,Private,Closed,"VISA, MasterCard Welcomed",year round,Yes,Yes,Yes,No,$,$,Yes,Yes,61,4027,91,61.60,61,3711,88,59.80,61,3157,80,55.90,,,3,Sun City West,9,suncitywest,Arizona,308,arizona,Sun City West,Sun City West
549,216,Cottonwood Country Club,25630 Brentwood Dr,"Sun Lakes, Arizona 85248",85248,(480) 895-9660,18,Greg Nash,1983,Private,Closed,"VISA, MasterCard, Amex, Discover Welcomed",year round,Yes,Yes,Yes,No,$$,$$,Yes,Yes,72,6737,129,71.70,72,6291,127,69.40,72,5786,122,72.50,,,3,Sun Lakes,3,sunlakes,Arizona,308,arizona,Sun Lakes,Sun Lakes
550,216,Oakwood Country Club,24215 S Oakwood Dr,"Sun Lakes, Arizona 85248",85248,(480) 895-1159,18,Keith Foster,1984,Semi-Private,Open,"VISA, MasterCard Welcomed",year round,Yes,Yes,Yes,No,$,$,Yes,Included in fee,72,6508,135,71.10,72,6177,131,69.40,72,5343,116,69.80,,,3,Sun Lakes,3,sunlakes,Arizona,308,arizona,Sun Lakes,Sun Lakes
552,217,Coyote Lakes Golf Club,18800 N Coyote Lakes Pkwy,"Surprise, Arizona 85374",85374,,18,Jack Snyder,1993,Public,Open,"VISA, MasterCard Welcomed",year round,Yes,Yes,Yes,No,$$,$$,Yes,Included in fee,71,6159,117,69.20,71,5742,115,67.20,71,4708,103,65.90,,,3,Surprise,6,surprise,Arizona,308,arizona,Surprise,Surprise
553,217,Great Eagle Golf Club,17200 W Bell Rd,"Surprise, Arizona 85374",85374,(623) 584-6000,18,Ken Kavanaugh,1984,Semi-Private,Open,"VISA, MasterCard, Amex, Discover Welcomed",year round,Yes,Yes,Yes,No,$$,$$,Yes,Included in fee,72,6646,124,71.30,72,5939,118,67.90,72,5146,113,68.70,,,3,Surprise,6,surprise,Arizona,308,arizona,Surprise,Surprise
554,217,Sun Village Golf,17200 W Bell Rd,"Surprise, Arizona 85374",85374,(623) 584-6000,18,Ken Kavanaugh,1984,Semi-Private,Open,"VISA, MasterCard, Amex, Discover Welcomed",year round,Yes,Yes,Yes,No,$$,$$,Yes,Included in fee,72,6646,124,71.30,72,5939,118,67.90,72,5146,113,68.70,,,3,Surprise,6,surprise,Arizona,308,arizona,Surprise,Surprise
555,217,Desert Springs Golf Club,19900 N Remington,"Surprise, Arizona 85374",85374,(623) 546-7400,18,Greg Nash & Billy Casper,1997,Semi-Private,Open,"VISA, MasterCard Welcomed",year round,Yes,Yes,Yes,Yes,$$,$$,Yes,Included in fee,72,7006,131,73.00,72,6306,121,69.60,72,5283,120,66.70,,,3,Surprise,6,surprise,Arizona,308,arizona,Surprise,Surprise
556,217,Arizona Traditions Golf Club,17225 N Citrus Dr,"Surprise, Arizona 85374",85374,(623) 584-4000,18,Dick Bailey,1997,Public,Open,"VISA, MasterCard Welcomed",year round,Yes,Yes,Yes,Yes,$,$$,Yes,Included in fee,70,6110,110,67.70,70,5705,106,66.10,70,5154,107,67.70,,,3,Surprise,6,surprise,Arizona,308,arizona,Surprise,Surprise
557,217,Granite Falls at Sun City,15949 W Clearview Blvd,"Surprise, Arizona 85374",85374,(623) 546-7575,18,Greg Nash & Billy Casper,1997,Semi-Private,Open,"VISA, MasterCard, Amex Welcomed",year round,Yes,Yes,Yes,No,$$,$$,Yes,Included in fee,72,6839,127,72.10,72,6401,116,69.30,72,5214,114,68.80,,,3,Surprise,6,surprise,Arizona,308,arizona,Surprise,Surprise
558,218,Rolling Hills Golf Course,1415 N Mill Ave,"Tempe, Arizona 85281",85281,(480) 350-5275,18,Milton Coggins,1958,Public,Open,"VISA, MasterCard Welcomed",year round,Yes,Yes,Yes,Yes,$,$,Yes,Yes,62,3828,93,58.90,62,3441,87,57.70,62,3296,87,57.30,,,3,Tempe,6,tempe,Arizona,308,arizona,Tempe,Tempe
559,218,ASU Karsten Golf Course,1125 E Rio Salado Pkwy,"Tempe, Arizona 85281",85281,(480) 921-8070,18,Pete Dye,1989,Public,Open,"VISA, MasterCard, Amex Welcomed",year round,Yes,Yes,Yes,Yes,$$,$$,Yes,Included in fee,72,6272,125,70.30,72,5694,119,67.70,71,4765,110,63.40,,,3,Tempe,6,tempe,Arizona,308,arizona,Tempe,Tempe
560,218,Ken Mc Donald Golf Course,320 E Elliot Rd,"Chandler, AZ",,(480) 350-8273,18,Jack Snyder,1974,Public,Open,"VISA, MasterCard Welcomed",year round,Yes,Yes,Yes,Yes,$,$,Yes,Included in fee,72,6743,125,71.50,72,6316,118,69.60,73,5782,116,71.40,,,3,Tempe,6,tempe,Arizona,308,arizona,Chandler,Chandler
564,219,Tubac Golf Resort,1 Otero Rd,"Tubac, Arizona 85646",85646,(520) 398-2021,18,Red Lawrence,1960,Resort,Open,"VISA, MasterCard, Amex, Discover Welcomed",year round,Yes,Yes,Yes,Yes,$$,$$,Yes,Included in fee,71,6776,128,72.40,71,6306,119,69.90,71,5384,120,70.50,,,3,Tubac,1,tubac,Arizona,308,arizona,Tubac,Tubac
565,220,Orange/Gold at Omni Tucson National Golf & Conference Resort,2727 W Club Dr,"Tucson, Arizona 85742",85742,,18,Robert B. Harris,1963,Resort,Open,"VISA, MasterCard, Amex, Discover Welcomed",year round,Yes,Yes,Yes,No,$$$,$$$,Yes,Included in fee,73,7103,136,74.60,73,6549,133,71.60,73,5679,127,73.00,,,3,Tucson,32,tucson,Arizona,308,arizona,Tucson,Tucson
566,220,Ridge/Canyon at La Paloma Country Club,3660 E Sunrise Dr,"Tucson, Arizona 85718",85718,,18,Jack Nicklaus,1984,Resort,Closed,"VISA, MasterCard, Amex, Discover Welcomed",year round,Yes,Yes,Yes,Yes,$$$,$$$,Yes,Included in fee,72,7088,155,75.40,72,6635,149,72.30,72,5731,122,72.10,,,3,Tucson,32,tucson,Arizona,308,arizona,Tucson,Tucson
567,220,Gold/Green at Omni Tucson National Golf & Conference Resort,2727 W Club Dr,"Tucson, Arizona 85742",85742,,18,Bruce Devlin & Robert von Hagge,1981,Resort,Open,"VISA, MasterCard, Amex, Discover Welcomed",year round,Yes,Yes,Yes,No,$$$,$$$,Yes,Included in fee,73,6860,136,74.70,73,6388,135,70.50,73,5440,127,71.20,,,3,Tucson,32,tucson,Arizona,308,arizona,Tucson,Tucson
568,220,Sunset at Hilton El Conquistador Golf Club,10555 N La Canada Dr,"Tucson, Arizona 85737",85737,,18,Greg Nash & Jeff Hardin,1985,Resort,Open,"VISA, MasterCard, Amex, Discover Welcomed",year round,Yes,Yes,Yes,Yes,$$$,$$$,Yes,Included in fee,72,6763,130,72.20,72,6340,125,70.20,72,5328,123,71.20,,,3,Tucson,32,tucson,Arizona,308,arizona,Tucson,Tucson
569,220,Dell Urich at Randolph Golf Course,600 S Alvernon Way,"Tucson, Arizona 85711",85711,,18,William F. Bell,1961,Public,Open,"VISA, MasterCard, Discover Welcomed",year round,Yes,Yes,Yes,Yes,$,$,Yes,Yes,70,6633,119,70.30,70,6123,111,68.00,70,5270,113,68.80,,,3,Tucson,32,tucson,Arizona,308,arizona,Tucson,Tucson
570,220,Canyon at Ventana Canyon Golf & Racquet Club,6200 N Clubhouse Ln,"Tucson, Arizona 85750",85750,,18,Tom Fazio & Andy Banfield,1988,Resort,Open,"VISA, MasterCard, Amex Welcomed",year round,Yes,Yes,Yes,No,$$$,$$$,Yes,Included in fee,72,6819,141,72.70,72,6235,133,70.10,72,4919,114,68.30,,,3,Tucson,32,tucson,Arizona,308,arizona,Tucson,Tucson
571,220,Canyon/Hill at La Paloma Country Club,3660 E Sunrise Dr,"Tucson, Arizona 85718",85718,,18,Jack Nicklaus,1984,Resort,Closed,"VISA, MasterCard, Amex, Discover Welcomed",year round,Yes,Yes,Yes,Yes,$$$,$$$,Yes,Included in fee,72,6997,155,75.40,72,6453,152,72.20,72,5505,123,70.90,,,3,Tucson,32,tucson,Arizona,308,arizona,Tucson,Tucson
572,220,Green/Orange at Omni Tucson National Golf & Conference Resort,2727 W Club Dr,"Tucson, Arizona 85742",85742,,18,Bruce Devlin & Robert von Hagge,1981,Resort,Open,"VISA, MasterCard, Amex, Discover Welcomed",year round,Yes,Yes,Yes,No,$$$,$$$,Yes,Included in fee,72,6609,133,69.50,72,6215,133,69.50,72,5375,122,71.20,,,3,Tucson,32,tucson,Arizona,308,arizona,Tucson,Tucson
574,220,Forty-Niner Golf & Country Club,12000 E Tanque Verde Rd,"Tucson, Arizona 85749",85749,,18,William F. Bell,1961,Private,Reciprocal,"VISA, MasterCard Welcomed",year round,Yes,Yes,Yes,No,,&nbsp;,Yes,Included in fee,72,6681,116,71.90,72,6150,113,69.20,72,5687,123,72.30,,,3,Tucson,32,tucson,Arizona,308,arizona,Tucson,Tucson
575,220,Sunrise at Hilton El Conquistador Golf Club,10555 N La Canada Dr,"Tucson, Arizona 85737",85737,,18,Greg Nash & Jeff Hardin,1982,Resort,Open,"VISA, MasterCard, Amex, Discover Welcomed",year round,Yes,Yes,Yes,Yes,$$$,$$$,Yes,Included in fee,72,6819,139,72.50,72,6250,132,69.70,72,5255,126,71.10,,,3,Tucson,32,tucson,Arizona,308,arizona,Tucson,Tucson
576,220,North at Randolph Golf Course,600 S Alvernon Way,"Tucson, Arizona 85711",85711,,18,William P. Bell,1933,Public,Open,"VISA, MasterCard, Discover Welcomed",year round,Yes,Yes,Yes,Yes,$,$,Yes,Yes,72,6863,128,72.50,72,6436,121,70.00,73,5972,124,73.70,,,3,Tucson,32,tucson,Arizona,308,arizona,Tucson,Tucson
577,220,Mountain at Ventana Canyon Golf & Racquet Club,6200 N Clubhouse Ln,"Tucson, Arizona 85750",85750,,18,Tom Fazio & Andy Banfield,1984,Resort,Open,"VISA, MasterCard, Amex Welcomed",year round,Yes,Yes,Yes,No,$$$,$$$,Yes,Included in fee,72,6926,146,74.20,72,6356,136,71.20,72,4709,112,66.90,,,3,Tucson,32,tucson,Arizona,308,arizona,Tucson,Tucson
578,220,Catalina/Saddlebrooke at SaddleBrooke Country Club,64500 E Saddlebrooke Blvd,"Tucson, Arizona 85739",85739,,18,Ken Kavanaugh,1987,Private,Closed,"VISA, MasterCard Welcomed",year round,Yes,Yes,Yes,No,$,$,Yes,Yes,71,6367,122,70.10,71,5800,117,67.30,71,5009,118,68.40,,,3,Tucson,32,tucson,Arizona,308,arizona,Tucson,Tucson
579,220,Tucson/Catalina at SaddleBrooke Country Club,64500 E Saddlebrooke Blvd,"Tucson, Arizona 85739",85739,,18,Keith Foster,1994,Private,Closed,"VISA, MasterCard Welcomed",year round,Yes,Yes,Yes,No,$,$,Yes,Yes,71,6601,130,71.40,71,6088,125,68.80,72,5119,124,70.20,,,3,Tucson,32,tucson,Arizona,308,arizona,Tucson,Tucson
